Agency,Department,Year,Requests Pending Start Year,Requests Received,Requests Processed,Requests Pending End Year,Released in Full Ratio,Released in Part Ratio,Denied in Full Ratio
HHS,AHRQ,2010,11,57,61,7,0.3243,0.6216,0.0541
HHS,OIG,2009,15,419,410,24,0.5236,0.3113,0.1651
HHS,OIG,2013,18,714,726,6,0.4033,0.2707,0.326
HHS,OIG,2011,18,729,737,10,0.438,0.4749,0.0871
HHS,IHS,2015,20,149,130,39,0.5179,0.4107,0.0714
HHS,OIG,2010,24,563,569,18,0.4725,0.4176,0.1099
HHS,SAMHSA,2008,25,133,107,51,0.1546,0.8454,0
HHS,HRSA,2009,26,338,334,30,0.9049,0.0885,0.0066
HHS,HRSA,2008,26,305,303,28,0.9611,0.0389,0
HHS,SAMHSA,2012,27,173,123,77,0.4727,0.5091,0.0182
HHS,IHS,2014,28,152,160,20,0.3896,0.4545,0.1558
HHS,IHS,2012,31,107,132,6,0.2958,0.4225,0.2817
HHS,HRSA,2011,31,332,330,33,0.8792,0.1107,0.0101
HHS,HRSA,2010,31,369,369,31,0.8607,0.1238,0.0155
HHS,IHS,2010,31,98,94,35,0.5,0.4615,0.0385
HHS,HRSA,2012,33,277,219,91,0.865,0.11,0.025
HHS,OIG,2015,34,1276,1304,6,0.4163,0.3521,0.2316
HHS,IHS,2011,35,100,104,31,0.7037,0.1481,0.1481
HHS,IHS,2008,36,77,64,49,0.0638,0.8085,0.1277
HHS,IHS,2009,49,97,115,31,0.1628,0.7442,0.093
HHS,SAMHSA,2009,51,157,125,83,0.0467,0.9252,0.028
HHS,SAMHSA,2015,51,175,177,49,0.3153,0.6036,0.0811
HHS,NIH,2014,71,1169,1156,84,0.8264,0.157,0.0165
HHS,SAMHSA,2013,77,188,162,103,0.4605,0.5263,0.0132
HHS,NIH,2012,79,1147,1130,96,0.8626,0.1257,0.0116
HHS,SAMHSA,2010,81,216,143,154,0.0977,0.9023,0
HHS,NIH,2015,84,1273,1268,89,0.8319,0.1597,0.0084
HHS,NIH,2011,85,1198,1204,79,0.8727,0.1149,0.0124
HHS,HRSA,2014,89,355,352,92,0.5988,0.386,0.0152
HHS,HRSA,2013,91,302,312,81,0.8866,0.1031,0.0103
HHS,HRSA,2015,92,379,419,52,0.3426,0.6135,0.0438
HHS,SAMHSA,2014,96,193,238,51,0.4667,0.5056,0.0278
HHS,NIH,2013,96,1210,1236,70,0.8723,0.1153,0.0124
HHS,NIH,2010,114,1253,1282,85,0.8603,0.1206,0.019
HHS,OASH,2015,120,357,423,54,0.4447,0.3216,0.2337
HHS,OASH,2014,138,437,455,120,0.4128,0.5581,0.0291
HHS,NIH,2009,151,1270,1306,115,0.884,0.1096,0.0064
HHS,ACF,2014,154,1864,1255,763,0.2158,0.7842,0
HHS,SAMHSA,2011,154,166,152,168,0.4384,0.5616,0
HHS,OASH,2011,158,576,529,205,0.4549,0.4792,0.066
HHS,OPHS,2008,159,465,328,296,0.6875,0.25,0.0625
HHS,NIH,2008,170,1146,1164,152,0.9089,0.0702,0.0209
HHS,ACF,2012,182,285,225,242,0.4621,0.531,0.0069
HHS,OASH,2012,205,465,462,208,0.5356,0.367,0.0974
HHS,OASH,2013,208,440,505,143,0.3733,0.5794,0.0474
HHS,OPHS/PSC,2010,217,496,555,158,0.6309,0.3416,0.0275
HHS,ACF,2013,242,233,322,153,0.3869,0.6071,0.006
HHS,OS,2015,314,1071,1113,272,0.2544,0.6423,0.1033
HHS,OPHS,2009,315,566,664,217,0.5389,0.4371,0.024
HHS,ACF,2011,317,296,416,197,0.369,0.583,0.048
HHS,CDC,2011,323,1128,1088,363,0.4365,0.5061,0.0574
HHS,CDC,2012,363,1123,899,587,0.5502,0.4237,0.0261
HHS,OS,2012,364,1129,1099,394,0.3065,0.6533,0.0402
HHS,ACF,2008,374,328,146,546,0.3493,0.6507,0
HHS,OS,2014,388,1531,1605,314,0.3557,0.5951,0.0492
HHS,OS,2013,402,1301,1313,390,0.4105,0.5346,0.0549
HHS,CDC,2008,404,1539,1357,586,0.5824,0.3467,0.0709
HHS,ACF,2009,432,467,177,722,0.0252,0.9748,0
HHS,CDC,2010,488,1207,1372,323,0.593,0.3605,0.0465
HHS,OS,2011,560,1396,1592,364,0.3626,0.5348,0.1026
HHS,CDC,2014,578,1141,1028,691,0.4828,0.4736,0.0437
HHS,CDC,2009,586,1272,1370,488,0.5589,0.4146,0.0265
HHS,CDC,2013,587,1032,1039,580,0.4259,0.5185,0.0556
HHS,OS,2009,668,1018,964,722,0.4857,0.4449,0.0694
HHS,CDC,2015,685,1020,943,762,0.4493,0.489,0.0617
HHS,OS,2010,722,2144,2306,560,0.3319,0.542,0.1261
HHS,ACF,2010,722,1133,1538,317,0.8741,0.121,0.005
HHS,ACF,2015,772,850,1100,522,0.2091,0.7909,0
HHS,OS,2008,1124,882,1320,686,0.6048,0.2754,0.1198
HHS,FDA,2013,2575,9990,9702,2863,0.9513,0.0238,0.0249
HHS,FDA,2014,2863,10224,10191,2896,0.9592,0.0153,0.0255
HHS,FDA,2015,2896,9958,10145,2709,0.968,0.0129,0.0191
HHS,CMS,2014,3383,26361,25027,4717,0.5102,0.1837,0.3062
HHS,FDA,2012,3469,9598,10492,2575,0.955,0.0248,0.0202
HHS,CMS,2013,3701,51364,51682,3383,0.834,0.0229,0.1431
HHS,CMS,2012,4021,53424,53744,3701,0.8413,0.0208,0.1379
HHS,FDA,2011,4691,9301,10602,3390,0.968,0.022,0.01
HHS,CMS,2015,4717,26566,28153,3130,0.4613,0.2227,0.316
HHS,FDA,2010,4880,9690,9879,4691,0.9696,0.0173,0.0131
HHS,CMS,2011,5233,52116,53328,4021,0.8249,0.0192,0.1559
HHS,FDA,2009,6568,10337,12087,4818,0.9722,0.0153,0.0126
HHS,CMS,2008,7945,43792,41260,10477,0.9523,0.0018,0.0459
HHS,CMS,2010,10312,46586,51665,5233,0.77,0.0227,0.2073
HHS,CMS,2009,10477,32541,32706,10312,0.9511,0.002,0.0469
HHS,FDA,2008,17484,9432,20348,6568,0.9853,0.0079,0.0068
HUD,Agency,2010,,,,,,,
HUD,Agency,2009,,,,,,,
HUD,Agency,2008,,,,,,,
HUD,R08,2012,0,110,108,2,0.8791,0.0769,0.044
HUD,R06,2012,0,147,141,6,0.79,0.19,0.02
HUD,R05,2012,0,127,109,18,0.7667,0.2167,0.0167
HUD,R04,2012,0,412,400,12,0.8259,0.1296,0.0444
HUD,R0X,2012,0,96,90,6,0.5238,0.381,0.0952
HUD,R08,2011,0,107,107,0,0.883,0.0957,0.0213
HUD,R07,2011,0,49,47,2,0.4894,0.4681,0.0426
HUD,R06,2011,0,221,221,0,0.7972,0.1818,0.021
HUD,R05,2011,0,157,157,0,0.7653,0.1837,0.051
HUD,R02,2011,0,156,155,1,0.8241,0.1667,0.0093
HUD,R09,2011,0,210,208,2,0.6569,0.3285,0.0146
HUD,R08,2010,0,96,96,0,0.7045,0.2955,0
HUD,R01,2012,1,102,98,5,0.8406,0.1304,0.029
HUD,R02,2012,1,125,117,9,0.907,0.0814,0.0116
HUD,R03,2012,1,140,135,6,0.7662,0.1948,0.039
HUD,R07,2015,1,35,31,5,0.25,0.5,0.25
HUD,R07,2014,2,34,35,1,0.6667,0.2667,0.0667
HUD,R08,2013,2,114,94,22,0.7273,0.2545,0.0182
HUD,R07,2013,2,36,36,2,0.4667,0.5333,0
HUD,R07,2012,2,44,44,2,0.3529,0.5882,0.0588
HUD,R09,2012,2,218,208,12,0.5385,0.4103,0.0513
HUD,R01,2014,3,65,64,4,0.7955,0.1136,0.0909
HUD,OIG,2014,3,139,135,7,0.069,0.5862,0.3448
HUD,R0X,2014,3,70,66,7,0.2449,0.7143,0.0408
HUD,R01,2011,3,100,102,1,0.7576,0.2424,0
HUD,R07,2010,3,30,33,0,0.375,0.625,0
HUD,R03,2011,4,182,185,1,0.625,0.3417,0.0333
HUD,R01,2015,4,83,80,7,0.8679,0.1321,0
HUD,R02,2015,4,101,95,10,0.7931,0.1897,0.0172
HUD,R01,2013,5,64,66,3,0.7556,0.2444,0
HUD,R04,2011,5,393,398,0,0.9172,0.043,0.0397
HUD,R06,2015,5,93,96,2,0.7143,0.2679,0.0179
HUD,R03,2015,5,142,137,10,0.5,0.4342,0.0658
HUD,R06,2013,6,152,147,11,0.8571,0.1122,0.0306
HUD,R03,2013,6,129,123,12,0.6,0.3143,0.0857
HUD,R0X,2013,6,73,76,3,0.3846,0.5962,0.0192
HUD,R0X,2010,6,134,132,8,0.4079,0.5921,0
HUD,OIG,2010,7,145,135,17,0.1299,0.7532,0.1169
HUD,OIG,2015,7,129,128,8,0.125,0.625,0.25
HUD,R0X,2015,7,42,45,4,0.3243,0.6216,0.0541
HUD,R0X,2011,8,82,90,0,0.6,0.38,0.02
HUD,R04,2010,8,474,477,5,0.9003,0.0997,0
HUD,R08,2015,8,79,85,2,0.7321,0.25,0.0179
HUD,R02,2013,9,104,102,11,0.8966,0.0862,0.0172
HUD,R05,2010,9,232,241,0,0.7813,0.2188,0
HUD,R06,2014,11,115,121,5,0.7625,0.2125,0.025
HUD,R02,2014,11,90,97,4,0.6939,0.2245,0.0816
HUD,R03,2014,12,167,174,5,0.6,0.3565,0.0435
HUD,R04,2013,12,256,245,23,0.6545,0.2364,0.1091
HUD,R09,2013,12,205,189,28,0.6852,0.2593,0.0556
HUD,OIG,2013,13,64,74,3,0.7556,0.2444,0
HUD,OIG,2012,14,115,116,13,0.0933,0.6133,0.2933
HUD,R06,2010,16,235,251,0,0.8182,0.1818,0
HUD,R03,2010,16,183,195,4,0.5859,0.375,0.0391
HUD,OIG,2011,17,129,132,14,0.1139,0.6835,0.2025
HUD,R05,2015,17,103,95,25,0.6866,0.2985,0.0149
HUD,R05,2014,18,119,120,17,0.5821,0.3433,0.0746
HUD,R05,2013,18,109,109,18,0.6885,0.2951,0.0164
HUD,R09,2010,20,208,228,0,0.535,0.3121,0.1529
HUD,R04,2015,21,213,203,31,0.5276,0.3937,0.0787
HUD,R08,2014,22,97,111,8,0.7627,0.1864,0.0508
HUD,R04,2014,23,240,242,21,0.6415,0.2642,0.0943
HUD,R02,2010,25,219,244,0,0.871,0.129,0
HUD,R09,2014,28,192,178,42,0.6087,0.3043,0.087
HUD,R09,2015,42,206,204,44,0.4436,0.4135,0.1429
HUD,IG,2008,45,253,229,69,0.1813,0.6166,0.2021
HUD,IG,2009,69,193,255,7,0.0946,0.6689,0.2365
HUD,R01,2010,104,122,223,3,0.8203,0.1797,0
HUD,HQ,2012,107,1058,978,187,0.4794,0.4382,0.0824
HUD,HQ,2014,130,1039,881,288,0.4961,0.4492,0.0547
HUD,HQ,2011,145,1042,1080,107,0.462,0.4438,0.0942
HUD,HQ,2013,187,1082,1139,130,0.4824,0.4728,0.0447
HUD,HQ,2010,192,975,1022,145,0.5407,0.3828,0.0766
HUD,FO,2009,260,1607,1660,207,0.4833,0.3872,0.1295
HUD,HQ,2015,288,1004,981,311,0.4296,0.5451,0.0253
HUD,FO,2008,325,1608,1673,260,0.8702,0.1115,0.0183
HUD,HQ,2009,368,958,1134,192,0.666,0.2865,0.0474
HUD,HQ,2008,394,1138,1164,368,0.5318,0.4147,0.0535
State,OIG,2011,1,36,34,3,0.08,0.8,0.12
State,OIG,2010,1,23,23,1,0.0625,0.875,0.0625
State,OIG,2012,3,43,39,7,0.1852,0.7407,0.0741
State,OIG,2013,8,80,79,9,0.1091,0.7818,0.1091
State,OIG,2015,8,90,89,9,0.1594,0.7246,0.1159
State,OIG,2014,9,71,71,9,0.0926,0.8333,0.0741
State,OIG,2009,9,42,50,1,0.1463,0.7805,0.0732
State,OIG,2008,9,45,45,9,0.2121,0.697,0.0909
State,DoS,2008,4288,5864,5532,4620,0.2725,0.4004,0.3271
State,DoS,2009,4611,10675,5974,9312,0.1291,0.2845,0.5864
State,DoS,2012,8608,18478,15304,11782,0.2506,0.3041,0.4453
State,DoS,2010,9314,30183,18363,21134,0.6221,0.0965,0.2814
State,DoS,2014,9363,19625,18023,10965,0.2042,0.2834,0.5123
State,DoS,2015,10916,24747,13913,21750,0.2004,0.242,0.5576
State,DoS,2013,11827,18673,21018,9482,0.2282,0.2814,0.4904
State,DoS,2011,21252,14262,26802,8712,0.19,0.5534,0.2567
Treasury,FinCEN,2013,0,301,300,1,0.0342,0.2308,0.735
Treasury,TTB,2012,0,73,70,3,0.3404,0.4468,0.2128
Treasury,CFPB,2011,0,18,7,11,0,0.5,0.5
Treasury,BEP,2011,0,65,59,6,0.7222,0.2778,0
Treasury,BPD,2010,0,135,134,1,0.5968,0.3387,0.0645
Treasury,BEP,2010,0,82,82,0,0.8085,0.1489,0.0426
Treasury,BPD,2009,0,119,119,0,0.7917,0.2083,0
Treasury,BEP,2009,0,71,71,0,0.5556,0.3556,0.0889
Treasury,BPD,2008,0,141,141,0,0.8933,0.1067,0
Treasury,OCC,2008,0,3233,3210,23,0.9728,0.0162,0.011
Treasury,FinCEN,2014,1,284,277,8,0.0349,0.1878,0.7773
Treasury,TTB,2014,1,50,50,1,0.3103,0.4828,0.2069
Treasury,FinCEN,2011,1,195,194,2,0.085,0.3268,0.5882
Treasury,TTB,2011,1,75,76,0,0.1622,0.5676,0.2703
Treasury,BPD,2011,1,187,187,1,0.5741,0.4259,0
Treasury,TTB,2010,1,94,94,1,0.3137,0.5098,0.1765
Treasury,MINT,2009,1,76,75,2,0.7674,0.186,0.0465
Treasury,TTB,2015,1,108,106,3,0.3382,0.4118,0.25
Treasury,MINT,2015,1,95,96,0,0.7907,0.1395,0.0698
Treasury,BPD,2013,2,149,146,5,0.575,0.375,0.05
Treasury,FinCEN,2012,2,252,254,0,0.0505,0.3586,0.5909
Treasury,BPD,2012,2,117,117,2,0.3,0.5667,0.1333
Treasury,FinCEN,2010,2,196,197,1,0.0658,0.3092,0.625
Treasury,MINT,2010,2,129,127,4,0.7432,0.2297,0.027
Treasury,FMS,2010,2,332,321,13,0.2338,0.4726,0.2935
Treasury,FinCEN,2009,2,166,166,2,0.0803,0.1825,0.7372
Treasury,BEP,2008,2,83,85,0,0.661,0.2712,0.0678
Treasury,TTB,2013,3,66,68,1,0.4286,0.5714,0
Treasury,BEP,2014,4,88,83,9,0.5294,0.3922,0.0784
Treasury,MINT,2011,4,83,81,6,0.6038,0.3585,0.0377
Treasury,MINT,2008,4,103,106,1,0.65,0.2667,0.0833
Treasury,FMS,2008,4,262,257,9,0.4314,0.2941,0.2745
Treasury,MINT,2012,6,128,127,7,0.7671,0.2055,0.0274
Treasury,MINT,2013,7,142,145,4,0.8571,0.1111,0.0317
Treasury,BEP,2013,7,90,90,7,0.6724,0.2931,0.0345
Treasury,BEP,2012,7,57,57,7,0.375,0.625,0
Treasury,TTB,2008,7,121,120,8,0.3896,0.3766,0.2338
Treasury,CFPB,2012,8,184,176,16,0.4167,0.5417,0.0417
Treasury,TTB,2009,8,86,93,1,0.3088,0.5147,0.1765
Treasury,FMS,2009,9,322,329,2,0.2813,0.3938,0.325
Treasury,TIGTA,2008,9,253,246,16,0.1233,0.8014,0.0753
Treasury,BEP,2015,9,82,83,8,0.5208,0.4583,0.0208
Treasury,FinCEN,2008,11,168,177,2,0.0889,0.363,0.5481
Treasury,FinCEN,2015,11,392,390,13,0.0502,0.2132,0.7367
Treasury,MINT,2014,12,119,131,0,0.8108,0.1622,0.027
Treasury,FMS,2011,13,301,290,24,0.2353,0.5765,0.1882
Treasury,Fiscal Service,2015,13,327,327,13,0.3333,0.6519,0.0148
Treasury,TIGTA,2012,15,227,226,16,0.1176,0.7059,0.1765
Treasury,TIGTA,2013,16,329,310,35,0.1623,0.6234,0.2143
Treasury,TIGTA,2010,16,274,267,23,0.1168,0.8467,0.0365
Treasury,TIGTA,2009,16,220,218,18,0.1531,0.7755,0.0714
Treasury,TIGTA,2015,18,312,308,22,0.2403,0.6234,0.1364
Treasury,Fiscal Service,2014,22,292,306,8,0.3333,0.6259,0.0408
Treasury,TIGTA,2011,23,219,227,15,0.2045,0.7197,0.0758
Treasury,OCC,2009,23,2693,2681,35,0.9379,0.0356,0.0266
Treasury,FMS,2012,24,281,259,46,0.2326,0.7597,0.0078
Treasury,TIGTA,2014,26,282,287,21,0.1737,0.6946,0.1317
Treasury,OTS,2011,40,656,696,0,0.7755,0.1983,0.0262
Treasury,OTS,2010,44,774,778,40,0.7317,0.216,0.0523
Treasury,FMS,2013,46,216,240,22,0.2929,0.7071,0
Treasury,OTS,2009,57,818,831,44,0.6628,0.2594,0.0778
Treasury,OCC,2012,67,1933,1924,76,0.8639,0.0858,0.0503
Treasury,OCC,2014,73,1806,1801,78,0.937,0.0457,0.0173
Treasury,OCC,2013,76,1816,1822,70,0.8872,0.0683,0.0445
Treasury,OTS,2008,78,779,800,57,0.6764,0.2723,0.0512
Treasury,OCC,2015,78,1638,1634,82,0.9289,0.0537,0.0174
Treasury,OCC,2010,83,1946,1926,103,0.8489,0.0971,0.054
Treasury,OCC,2011,103,1797,1839,61,0.8475,0.0985,0.0539
Treasury,DO,2013,155,941,759,337,0.3548,0.5605,0.0847
Treasury,DO,2012,231,1221,1297,155,0.1947,0.3629,0.4423
Treasury,DO,2015,298,771,627,442,0.3852,0.5287,0.0861
Treasury,DO,2011,350,938,999,289,0.3119,0.6177,0.0703
Treasury,DO,2014,504,732,946,290,0.3346,0.6097,0.0558
Treasury,IRS,2011,608,12242,12028,822,0.6347,0.3376,0.0276
Treasury,IRS,2014,759,10454,10109,1104,0.541,0.4409,0.0181
Treasury,IRS,2013,761,10990,11035,716,0.5302,0.4428,0.027
Treasury,IRS,2012,822,12137,12198,761,0.5886,0.3819,0.0295
Treasury,IRS,2010,881,12027,12300,608,0.6599,0.3141,0.026
Treasury,IRS,2009,983,14405,14507,881,0.6789,0.3027,0.0184
Treasury,IRS,2015,1118,10197,10416,899,0.5415,0.4395,0.019
Treasury,DO,2008,1275,902,620,1557,0.5851,0.344,0.0709
Treasury,DO,2009,1557,1099,890,1766,0.3776,0.551,0.0714
Treasury,IRS,2008,1675,14898,15590,983,0.6917,0.2925,0.0158
Treasury,DO,2010,1766,922,2338,350,0.2695,0.6454,0.0851
USDA,NAD,2013,0,10,8,2,1,0,0
USDA,OBPA,2013,0,18,15,3,0.625,0.375,0
USDA,NAD,2012,0,14,14,0,1,0,0
USDA,OBPA,2012,0,11,11,0,0.8571,0.1429,0
USDA,GIPSA,2012,0,54,50,4,0.3235,0.5882,0.0882
USDA,ASCR,2011,0,69,67,2,0.3243,0.4595,0.2162
USDA,OBPA,2011,0,16,16,0,0.8571,0.1429,0
USDA,OCFO,2011,0,37,37,0,0.7143,0.2143,0.0714
USDA,NAD,2010,0,10,10,0,0.8,0.2,0
USDA,OBPA,2010,0,13,13,0,1,0,0
USDA,OBPA,2015,0,23,23,0,1,0,0
USDA,ASCR,2014,1,19,18,2,0.0833,0.8333,0.0833
USDA,FAS,2014,1,49,49,1,0.8077,0.1923,0
USDA,FAS,2012,1,41,40,2,0.7368,0.2632,0
USDA,OCFO,2012,1,30,29,2,0.6364,0.2727,0.0909
USDA,NAD,2011,1,8,8,1,1,0,0
USDA,FAS,2010,1,30,27,4,0.6818,0.2727,0.0455
USDA,OCFO,2010,1,27,27,1,0.7222,0.2222,0.0556
USDA,FAS,2015,1,52,46,7,0.7619,0.1905,0.0476
USDA,GIPSA,2015,1,75,74,2,0.5714,0.4048,0.0238
USDA,NAD,2014,2,4,0,6,,,
USDA,GIPSA,2014,2,36,37,1,0.2083,0.5833,0.2083
USDA,ASCR,2013,2,23,24,1,0.4118,0.3529,0.2353
USDA,OCFO,2013,2,30,21,11,0.4615,0.3846,0.1538
USDA,ASCR,2012,2,27,27,2,0.1818,0.7273,0.0909
USDA,ASCR,2010,2,5,7,0,0.6,0.2,0.2
USDA,ASCR,2015,2,32,33,1,0.4286,0.5714,0
USDA,OBPA,2014,3,5,8,0,1,0,0
USDA,REE,2013,3,88,87,4,0.5763,0.4237,0
USDA,REE,2012,3,127,127,3,0.7033,0.2747,0.022
USDA,NRCS,2011,3,301,298,6,0.4779,0.2537,0.2684
USDA,REE,2014,4,115,115,4,0.525,0.4625,0.0125
USDA,FAS,2013,4,37,40,1,0.8276,0.1724,0
USDA,FAS,2011,4,42,45,1,0.7931,0.2069,0
USDA,GIPSA,2011,4,46,49,1,0.3,0.2667,0.4333
USDA,GIPSA,2010,4,77,77,4,0.6818,0.2576,0.0606
USDA,REE,2015,4,127,122,9,0.5934,0.3846,0.022
USDA,GIPSA,2013,5,58,61,2,0.3929,0.2857,0.3214
USDA,DM,2012,5,71,41,35,0.44,0.44,0.12
USDA,NRCS,2010,5,475,476,4,0.8233,0.1302,0.0465
USDA,NRCS,2012,6,361,313,54,0.4783,0.3478,0.1739
USDA,DM,2011,6,79,80,5,0.8169,0.1831,0
USDA,FNCS,2010,6,177,161,22,0.4673,0.486,0.0467
USDA,REE,2010,6,144,136,14,0.7748,0.1802,0.045
USDA,NAD,2015,6,2,0,8,,,
USDA,OIG,2012,7,128,113,22,0.0984,0.541,0.3607
USDA,RMA,2012,8,72,55,25,0.5217,0.2174,0.2609
USDA,OIG,2011,8,135,136,7,0.2143,0.5429,0.2429
USDA,DM,2010,8,63,65,6,0.6897,0.3103,0
USDA,OGC,2011,10,30,28,12,0.3571,0.3571,0.2857
USDA,RMA,2010,10,110,107,13,0.5679,0.3704,0.0617
USDA,RMA,2014,11,61,51,21,0.325,0.575,0.1
USDA,OCFO,2014,11,20,16,15,0.2308,0.7692,0
USDA,AMS,2011,11,121,116,16,0.2152,0.7595,0.0253
USDA,OGC,2010,11,24,25,10,0.2,0.7,0.1
USDA,OGC,2012,12,29,27,14,0.2143,0.6429,0.1429
USDA,OGC,2013,13,30,27,16,0.2941,0.5882,0.1176
USDA,RMA,2011,13,112,117,8,0.3889,0.3333,0.2778
USDA,REE,2011,14,165,176,3,0.7744,0.218,0.0075
USDA,OGC,2014,15,29,27,17,0.1538,0.7692,0.0769
USDA,AMS,2010,15,126,126,15,0.3241,0.6204,0.0556
USDA,OCFO,2015,15,11,5,21,1,0,0
USDA,AMS,2012,16,147,133,30,0.25,0.6875,0.0625
USDA,OGC,2015,16,17,12,21,0.25,0.75,0
USDA,RMA,2015,17,95,97,15,0.2586,0.5517,0.1897
USDA,OSEC,2010,18,83,75,26,0.6053,0.3947,0
USDA,FNCS,2013,19,277,271,25,0.3704,0.582,0.0476
USDA,OIG,2013,22,127,76,73,0.0588,0.4706,0.4706
USDA,FNCS,2011,22,252,239,35,0.3554,0.6084,0.0361
USDA,FNCS,2014,25,334,309,50,0.3004,0.6771,0.0224
USDA,RMA,2013,25,61,75,11,0.3269,0.5192,0.1538
USDA,OSEC/OCIO/DM,2015,25,235,225,35,0.5695,0.4172,0.0132
USDA,OSEC/OCIO,2011,26,89,52,63,0.4828,0.5172,0
USDA,OIG,2010,27,121,145,3,0.0957,0.5957,0.3085
USDA,AMS,2013,30,152,153,29,0.188,0.7692,0.0427
USDA,AMS,2015,32,141,142,31,0.3305,0.6271,0.0424
USDA,AMS,2014,34,161,163,32,0.3561,0.6212,0.0227
USDA,FNCS,2012,35,241,255,21,0.2974,0.6051,0.0974
USDA,FNCS,2015,50,495,462,83,0.2665,0.6954,0.0381
USDA,OSEC/OCIO/DM,2013,51,218,174,95,0.449,0.5204,0.0306
USDA,NRCS,2013,54,327,219,162,0.5968,0.2742,0.129
USDA,RD,2010,60,750,703,107,0.7765,0.1966,0.0269
USDA,OSEC/OCIO,2012,65,111,144,32,0.5417,0.4479,0.0104
USDA,OIG,2014,73,137,115,95,0.2241,0.4483,0.3276
USDA,NRCS,2015,74,252,221,105,0.4892,0.3925,0.1183
USDA,OSEC/OCIO/DM,2014,95,181,251,25,0.3938,0.5625,0.0438
USDA,OIG,2015,95,115,112,98,0.0725,0.6087,0.3188
USDA,FSIS,2013,100,379,351,128,0.2247,0.7566,0.0187
USDA,RD,2011,107,859,785,181,0.7457,0.2182,0.0361
USDA,FSIS,2014,128,419,365,182,0.1779,0.7984,0.0237
USDA,FSA,2010,141,14267,14247,161,0.9556,0.0278,0.0166
USDA,FSIS,2010,160,387,248,299,0.3595,0.6275,0.0131
USDA,FSA,2011,161,17076,16948,289,0.9618,0.0252,0.0129
USDA,NRCS,2014,162,300,388,74,0.5714,0.297,0.1316
USDA,APHIS,2012,168,943,899,212,0.2492,0.6751,0.0758
USDA,RD,2012,181,303,91,393,0.5479,0.4384,0.0137
USDA,FSIS,2015,182,319,374,127,0.3083,0.664,0.0277
USDA,APHIS,2013,212,885,760,337,0.2261,0.6802,0.0936
USDA,FSIS,2012,218,308,426,100,0.231,0.7386,0.0304
USDA,APHIS,2011,264,884,982,166,0.2558,0.6915,0.0526
USDA,FS,2010,265,2771,2378,658,0.6919,0.2856,0.0225
USDA,FS,2011,268,2450,2385,333,0.6915,0.2792,0.0293
USDA,FSA,2012,289,16848,16656,481,0.964,0.0256,0.0104
USDA,FSIS,2011,299,294,375,218,0.2796,0.6825,0.0379
USDA,FS,2012,333,2309,2235,407,0.6264,0.3266,0.047
USDA,APHIS,2014,337,993,798,532,0.2292,0.7292,0.0415
USDA,RD,2013,393,190,113,470,0.75,0.2222,0.0278
USDA,FS,2013,407,2439,2353,493,0.6412,0.3242,0.0347
USDA,RD,2015,417,260,485,192,0.6977,0.2616,0.0407
USDA,APHIS,2010,462,708,909,261,0.2016,0.746,0.0524
USDA,RD,2014,470,248,301,417,0.5786,0.3774,0.044
USDA,FSA,2013,479,17231,16728,982,0.9663,0.0189,0.0148
USDA,FS,2014,493,1939,1889,543,0.5544,0.4039,0.0417
USDA,APHIS,2015,532,955,959,528,0.3129,0.63,0.057
USDA,FS,2015,543,2072,1935,680,0.5531,0.4056,0.0413
USDA,FSA,2014,982,14814,14343,1453,0.9758,0.0166,0.0076
USDA,FSA,2015,1453,14854,14232,2075,0.9747,0.0179,0.0074
VA,VACO,2009,,,,,,,
VA,Appeals,2008,,,,,,,
VA,VACO,2008,,,,,,,
VA,OF,2015,,,,,,,
VA,OF,2014,0,21,20,1,0.9231,0.0769,0
VA,OSP,2014,0,5,5,0,0,0.25,0.75
VA,ODI,2014,0,2,1,1,1,0,0
VA,IG,2013,0,4,2,2,,,
VA,IG,2012,0,349,329,20,0.1879,0.7163,0.0957
VA,ODASIA,2012,0,1,0,1,,,
VA,ODI,2012,0,1,0,1,,,
VA,ODASB,2012,0,3,1,2,,,
VA,ORM,2011,0,16,15,1,0.4286,0.2857,0.2857
VA,Mgmt,2011,0,6,4,2,0.5,0,0.5
VA,C&LA,2011,0,17,15,2,,,
VA,OSP,2011,0,9,8,1,0.5,0.3333,0.1667
VA,Admin,2011,0,9,6,3,0.75,0.25,0
VA,OASHRA,2011,0,10,7,3,0.8333,0.1667,0
VA,P&P,2011,0,3,1,2,,,
VA,PA,2011,0,2,0,2,,,
VA,ODASIA,2011,0,2,2,0,,,
VA,ODI,2011,0,1,1,0,0,1,0
VA,OASP&IA,2011,0,4,1,3,,,
VA,ODASB,2011,0,0,0,0,,,
VA,Mgmt,2010,0,9,9,0,0.4,0.6,0
VA,ODASIA,2010,0,0,0,0,,,
VA,ODI,2010,0,0,0,0,,,
VA,OASP&IA,2010,0,1,1,0,,,
VA,ODASB,2010,0,0,0,0,,,
VA,OSDBU,2010,0,5,1,4,0,1,0
VA,Admin,2010,0,1,1,0,,,
VA,OSP,2010,0,7,7,0,0,0.8333,0.1667
VA,OASHRA,2010,0,3,3,0,1,0,0
VA,PA,2010,0,1,1,0,,,
VA,ORM,2009,0,8,6,2,0.6667,0.1667,0.1667
VA,Mgmt,2009,0,7,7,0,0.4,0,0.6
VA,ODASIA,2009,0,0,0,0,,,
VA,ODI,2009,0,0,0,0,,,
VA,OASP&IA,2009,0,0,0,0,,,
